subject,condition,feature_type,body_part,channel,type,metric,axis,data
VP_02,ftsst,generic,LeftForeArm,ang_vel,cov,cov,norm,1.5801535715167323
VP_02,ftsst,generic,LeftForeArm,ang_vel,max_val,max_val,norm,7.877844280004524
VP_02,ftsst,generic,LeftForeArm,ang_vel,mean,mean,norm,0.33733798933794407
VP_02,ftsst,generic,LeftForeArm,ang_vel,std,std,norm,0.5330458286606257
VP_02,ftsst,generic,LeftForeArm,rot,cov,cov,norm,0.6110454993171395
VP_02,ftsst,generic,LeftForeArm,rot,max_val,max_val,norm,177.98999708393728
VP_02,ftsst,generic,LeftForeArm,rot,mean,mean,norm,68.28092550888908
VP_02,ftsst,generic,LeftForeArm,rot,std,std,norm,41.72275222141553
VP_02,ftsst,generic,LeftForeArm,vel,max_val,max_val,norm,0.0
VP_02,ftsst,generic,LeftForeArm,vel,mean,mean,norm,0.0
VP_02,ftsst,generic,LeftForeArm,vel,std,std,norm,0.0
VP_02,ftsst,generic,LeftHand,ang_vel,abs_energy,abs_energy,norm,7022.75290043
VP_02,ftsst,generic,LeftHand,ang_vel,abs_max,abs_max,x,6.9812
VP_02,ftsst,generic,LeftHand,ang_vel,abs_max,abs_max,y,4.9916
VP_02,ftsst,generic,LeftHand,ang_vel,abs_max,abs_max,z,5.742
VP_02,ftsst,generic,LeftHand,ang_vel,cov,cov,norm,1.5801535715167323
VP_02,ftsst,generic,LeftHand,ang_vel,cov,cov,x,-33.26153201634881
VP_02,ftsst,generic,LeftHand,ang_vel,cov,cov,y,-31.534395385138783
VP_02,ftsst,generic,LeftHand,ang_vel,cov,cov,z,-21.712488680718657
VP_02,ftsst,generic,LeftHand,ang_vel,entropy,entropy,norm,9.11347227848883
VP_02,ftsst,generic,LeftHand,ang_vel,fft_aggregated_centroid,fft_aggregated_centroid,norm,1633.7270963172527
VP_02,ftsst,generic,LeftHand,ang_vel,fft_aggregated_kurtosis,fft_aggregated_kurtosis,norm,6.103669634001416
VP_02,ftsst,generic,LeftHand,ang_vel,fft_aggregated_skew,fft_aggregated_skew,norm,1.6513337418669443
VP_02,ftsst,generic,LeftHand,ang_vel,fft_aggregated_variance,fft_aggregated_variance,norm,4328726.458572625
VP_02,ftsst,generic,LeftHand,ang_vel,max_val,max_val,norm,7.877844280004524
VP_02,ftsst,generic,LeftHand,ang_vel,mean,mean,norm,0.33733798933794407
VP_02,ftsst,generic,LeftHand,ang_vel,mean,mean,x,-0.011392696056210336
VP_02,ftsst,generic,LeftHand,ang_vel,mean,mean,y,-0.010706283998186765
VP_02,ftsst,generic,LeftHand,ang_vel,mean,mean,z,-0.01722133386219402
VP_02,ftsst,generic,LeftHand,ang_vel,mean_crossing,mean_crossing,norm,955.0
VP_02,ftsst,generic,LeftHand,ang_vel,std,std,norm,0.5330458286606257
VP_02,ftsst,generic,LeftHand,ang_vel,std,std,x,0.3789385246261709
VP_02,ftsst,generic,LeftHand,ang_vel,std,std,y,0.3376161927044059
VP_02,ftsst,generic,LeftHand,ang_vel,std,std,z,0.3739180165497646
VP_02,ftsst,generic,LeftHand,ang_vel,zero_crossing,zero_crossing,x,1682.0
VP_02,ftsst,generic,LeftHand,ang_vel,zero_crossing,zero_crossing,y,1644.0
VP_02,ftsst,generic,LeftHand,ang_vel,zero_crossing,zero_crossing,z,1310.0
VP_02,ftsst,generic,LeftHand,rot,cov,cov,norm,0.4705964501968917
VP_02,ftsst,generic,LeftHand,rot,fft_aggregated_centroid,fft_aggregated_centroid,norm,1315.0742862461684
VP_02,ftsst,generic,LeftHand,rot,fft_aggregated_kurtosis,fft_aggregated_kurtosis,norm,6.788145720885809
VP_02,ftsst,generic,LeftHand,rot,fft_aggregated_skew,fft_aggregated_skew,norm,1.984515719726413
VP_02,ftsst,generic,LeftHand,rot,fft_aggregated_variance,fft_aggregated_variance,norm,4123130.8595408453
VP_02,ftsst,generic,LeftHand,rot,max_val,max_val,norm,46.50260702681087
VP_02,ftsst,generic,LeftHand,rot,mean,mean,norm,10.638110791902157
VP_02,ftsst,generic,LeftHand,rot,std,std,norm,5.0062571754704
VP_02,ftsst,generic,LeftHand,rot,zero_crossing,zero_crossing,x,101.0
VP_02,ftsst,generic,LeftHand,rot,zero_crossing,zero_crossing,y,82.0
VP_02,ftsst,generic,LeftHand,rot,zero_crossing,zero_crossing,z,68.0
VP_02,ftsst,generic,LeftHand,vel,abs_energy,abs_energy,norm,0.0
VP_02,ftsst,generic,LeftHand,vel,abs_max,abs_max,x,0.0
VP_02,ftsst,generic,LeftHand,vel,abs_max,abs_max,y,0.0
VP_02,ftsst,generic,LeftHand,vel,abs_max,abs_max,z,0.0
VP_02,ftsst,generic,LeftHand,vel,max_val,max_val,norm,0.0
VP_02,ftsst,generic,LeftHand,vel,mean,mean,norm,0.0
VP_02,ftsst,generic,LeftHand,vel,mean,mean,x,0.0
VP_02,ftsst,generic,LeftHand,vel,mean,mean,y,0.0
VP_02,ftsst,generic,LeftHand,vel,mean,mean,z,0.0
VP_02,ftsst,generic,LeftHand,vel,mean_crossing,mean_crossing,norm,0.0
VP_02,ftsst,generic,LeftHand,vel,std,std,norm,0.0
VP_02,ftsst,generic,LeftHand,vel,std,std,x,0.0
VP_02,ftsst,generic,LeftHand,vel,std,std,y,0.0
VP_02,ftsst,generic,LeftHand,vel,std,std,z,0.0
VP_02,ftsst,generic,LeftHand,vel,zero_crossing,zero_crossing,x,0.0
VP_02,ftsst,generic,LeftHand,vel,zero_crossing,zero_crossing,y,0.0
VP_02,ftsst,generic,LeftHand,vel,zero_crossing,zero_crossing,z,0.0
VP_02,ftsst,generic,LeftLeg,ang_vel,cov,cov,norm,1.6004893172843726
VP_02,ftsst,generic,LeftLeg,ang_vel,max_val,max_val,norm,1.8847044277551852
VP_02,ftsst,generic,LeftLeg,ang_vel,mean,mean,norm,0.09009934679266003
VP_02,ftsst,generic,LeftLeg,ang_vel,std,std,norm,0.14420304203595238
VP_02,ftsst,generic,LeftLeg,rot,cov,cov,norm,0.27154078579851576
VP_02,ftsst,generic,LeftLeg,rot,max_val,max_val,norm,68.63000096677837
VP_02,ftsst,generic,LeftLeg,rot,mean,mean,norm,18.103450303251062
VP_02,ftsst,generic,LeftLeg,rot,std,std,norm,4.9158251210091715
VP_02,ftsst,generic,LeftLeg,vel,cov,cov,norm,1.6551378094074578
VP_02,ftsst,generic,LeftLeg,vel,max_val,max_val,norm,0.48900113496800807
VP_02,ftsst,generic,LeftLeg,vel,mean,mean,norm,0.02965379370068809
VP_02,ftsst,generic,LeftLeg,vel,std,std,norm,0.04908111514637756
VP_02,ftsst,generic,LowerExtremities,ang_vel,cov,cov,norm,2.2376905510270926
VP_02,ftsst,generic,LowerExtremities,ang_vel,max_val,max_val,norm,3.2494508953705803
VP_02,ftsst,generic,LowerExtremities,ang_vel,mean,mean,norm,0.08823313016624845
VP_02,ftsst,generic,LowerExtremities,ang_vel,std,std,norm,0.1779419430363295
VP_02,ftsst,generic,LowerExtremities,vel,cov,cov,norm,2.738132992955515
VP_02,ftsst,generic,LowerExtremities,vel,max_val,max_val,norm,0.8920637613300123
VP_02,ftsst,generic,LowerExtremities,vel,mean,mean,norm,0.0217569942959473
VP_02,ftsst,generic,LowerExtremities,vel,std,std,norm,0.0475456726334253
VP_02,ftsst,generic,RightForeArm,ang_vel,cov,cov,norm,0.0
VP_02,ftsst,generic,RightForeArm,ang_vel,max_val,max_val,norm,0.30275483480862864
VP_02,ftsst,generic,RightForeArm,ang_vel,mean,mean,norm,0.30275483480862864
VP_02,ftsst,generic,RightForeArm,ang_vel,std,std,norm,0.0
VP_02,ftsst,generic,RightForeArm,rot,cov,cov,norm,0.710317857618338
VP_02,ftsst,generic,RightForeArm,rot,max_val,max_val,norm,144.95042806111337
VP_02,ftsst,generic,RightForeArm,rot,mean,mean,norm,43.712356580668185
VP_02,ftsst,generic,RightForeArm,rot,std,std,norm,31.049667477829086
VP_02,ftsst,generic,RightForeArm,vel,cov,cov,norm,0.9311260831244462
VP_02,ftsst,generic,RightForeArm,vel,max_val,max_val,norm,0.35018819226238906
VP_02,ftsst,generic,RightForeArm,vel,mean,mean,norm,0.0352781887017099
VP_02,ftsst,generic,RightForeArm,vel,std,std,norm,0.032848441665548234
VP_02,ftsst,generic,RightHand,ang_vel,abs_energy,abs_energy,norm,1617.6243275200013
VP_02,ftsst,generic,RightHand,ang_vel,abs_max,abs_max,x,0.2792
VP_02,ftsst,generic,RightHand,ang_vel,abs_max,abs_max,y,0.0524
VP_02,ftsst,generic,RightHand,ang_vel,abs_max,abs_max,z,0.1047
VP_02,ftsst,generic,RightHand,ang_vel,cov,cov,norm,0.0
VP_02,ftsst,generic,RightHand,ang_vel,cov,cov,x,1.988221748970553e-16
VP_02,ftsst,generic,RightHand,ang_vel,cov,cov,y,0.0
VP_02,ftsst,generic,RightHand,ang_vel,cov,cov,z,0.0
VP_02,ftsst,generic,RightHand,ang_vel,fft_aggregated_centroid,fft_aggregated_centroid,norm,1.2261965135401365e-10
VP_02,ftsst,generic,RightHand,ang_vel,fft_aggregated_variance,fft_aggregated_variance,norm,7.20699549189156e-07
VP_02,ftsst,generic,RightHand,ang_vel,max_val,max_val,norm,0.30275483480862864
VP_02,ftsst,generic,RightHand,ang_vel,mean,mean,norm,0.30275483480862864
VP_02,ftsst,generic,RightHand,ang_vel,mean,mean,x,0.27919999999999995
VP_02,ftsst,generic,RightHand,ang_vel,mean,mean,y,-0.0524
VP_02,ftsst,generic,RightHand,ang_vel,mean,mean,z,0.1047
VP_02,ftsst,generic,RightHand,ang_vel,mean_crossing,mean_crossing,norm,0.0
VP_02,ftsst,generic,RightHand,ang_vel,std,std,norm,0.0
VP_02,ftsst,generic,RightHand,ang_vel,std,std,x,5.551115123125783e-17
VP_02,ftsst,generic,RightHand,ang_vel,std,std,y,0.0
VP_02,ftsst,generic,RightHand,ang_vel,std,std,z,0.0
VP_02,ftsst,generic,RightHand,ang_vel,zero_crossing,zero_crossing,x,0.0
VP_02,ftsst,generic,RightHand,ang_vel,zero_crossing,zero_crossing,y,0.0
VP_02,ftsst,generic,RightHand,ang_vel,zero_crossing,zero_crossing,z,0.0
VP_02,ftsst,generic,RightHand,rot,cov,cov,norm,0.45617193034118647
VP_02,ftsst,generic,RightHand,rot,fft_aggregated_centroid,fft_aggregated_centroid,norm,767.026005652519
VP_02,ftsst,generic,RightHand,rot,fft_aggregated_kurtosis,fft_aggregated_kurtosis,norm,10.60340998235985
VP_02,ftsst,generic,RightHand,rot,fft_aggregated_skew,fft_aggregated_skew,norm,2.8009187901908863
VP_02,ftsst,generic,RightHand,rot,fft_aggregated_variance,fft_aggregated_variance,norm,2941985.2622865993
VP_02,ftsst,generic,RightHand,rot,max_val,max_val,norm,53.91213556612277
VP_02,ftsst,generic,RightHand,rot,mean,mean,norm,24.713784630387366
VP_02,ftsst,generic,RightHand,rot,std,std,norm,11.27373484088015
VP_02,ftsst,generic,RightHand,rot,zero_crossing,zero_crossing,x,4.0
VP_02,ftsst,generic,RightHand,rot,zero_crossing,zero_crossing,y,2.0
VP_02,ftsst,generic,RightHand,rot,zero_crossing,zero_crossing,z,61.0
VP_02,ftsst,generic,RightHand,vel,abs_energy,abs_energy,norm,39.11615632
VP_02,ftsst,generic,RightHand,vel,abs_max,abs_max,x,0.2171
VP_02,ftsst,generic,RightHand,vel,abs_max,abs_max,y,0.3304
VP_02,ftsst,generic,RightHand,vel,abs_max,abs_max,z,0.1042
VP_02,ftsst,generic,RightHand,vel,cov,cov,norm,1.0001730044456847
VP_02,ftsst,generic,RightHand,vel,cov,cov,x,-6.40628634463149
VP_02,ftsst,generic,RightHand,vel,cov,cov,y,-53.52575418606869
VP_02,ftsst,generic,RightHand,vel,cov,cov,z,24.663698787369427
VP_02,ftsst,generic,RightHand,vel,entropy,entropy,norm,9.384260204203594
VP_02,ftsst,generic,RightHand,vel,fft_aggregated_centroid,fft_aggregated_centroid,norm,1495.6349170850428
VP_02,ftsst,generic,RightHand,vel,fft_aggregated_kurtosis,fft_aggregated_kurtosis,norm,6.43446700116713
VP_02,ftsst,generic,RightHand,vel,fft_aggregated_skew,fft_aggregated_skew,norm,1.7953390392281503
VP_02,ftsst,generic,RightHand,vel,fft_aggregated_variance,fft_aggregated_variance,norm,4027031.21130163
VP_02,ftsst,generic,RightHand,vel,max_val,max_val,norm,0.35995070495833176
VP_02,ftsst,generic,RightHand,vel,mean,mean,norm,0.033287238959563224
VP_02,ftsst,generic,RightHand,vel,mean,mean,x,-0.004993936990027199
VP_02,ftsst,generic,RightHand,vel,mean,mean,y,-0.0006124603354487761
VP_02,ftsst,generic,RightHand,vel,mean,mean,z,0.00039055417044424296
VP_02,ftsst,generic,RightHand,vel,mean_crossing,mean_crossing,norm,1043.0
VP_02,ftsst,generic,RightHand,vel,std,std,norm,0.0332929977998878
VP_02,ftsst,generic,RightHand,vel,std,std,x,0.03199259034516133
VP_02,ftsst,generic,RightHand,vel,std,std,y,0.03278240136394836
VP_02,ftsst,generic,RightHand,vel,std,std,z,0.009632510419987748
VP_02,ftsst,generic,RightHand,vel,zero_crossing,zero_crossing,x,1522.0
VP_02,ftsst,generic,RightHand,vel,zero_crossing,zero_crossing,y,1388.0
VP_02,ftsst,generic,RightHand,vel,zero_crossing,zero_crossing,z,1548.0
VP_02,ftsst,generic,RightLeg,ang_vel,cov,cov,norm,2.1580213304141846
VP_02,ftsst,generic,RightLeg,ang_vel,max_val,max_val,norm,3.0190029380575303
VP_02,ftsst,generic,RightLeg,ang_vel,mean,mean,norm,0.06939992864527318
VP_02,ftsst,generic,RightLeg,ang_vel,std,std,norm,0.1497665263457219
VP_02,ftsst,generic,RightLeg,rot,cov,cov,norm,0.4585632243179141
VP_02,ftsst,generic,RightLeg,rot,max_val,max_val,norm,57.067941278795054
VP_02,ftsst,generic,RightLeg,rot,mean,mean,norm,9.123188293742045
VP_02,ftsst,generic,RightLeg,rot,std,std,norm,4.183558640037801
VP_02,ftsst,generic,RightLeg,vel,cov,cov,norm,1.905147038866802
VP_02,ftsst,generic,RightLeg,vel,max_val,max_val,norm,1.4814496886496011
VP_02,ftsst,generic,RightLeg,vel,mean,mean,norm,0.025666307305532546
VP_02,ftsst,generic,RightLeg,vel,std,std,norm,0.048898089361780694
VP_02,ftsst,generic,Spine3,ang_vel,abs_energy,abs_energy,norm,5762.550573160001
VP_02,ftsst,generic,Spine3,ang_vel,abs_max,abs_max,x,5.6024
VP_02,ftsst,generic,Spine3,ang_vel,abs_max,abs_max,y,6.1086
VP_02,ftsst,generic,Spine3,ang_vel,abs_max,abs_max,z,6.1609
VP_02,ftsst,generic,Spine3,ang_vel,cov,cov,norm,1.6916255368865865
VP_02,ftsst,generic,Spine3,ang_vel,cov,cov,x,-26.478178639721502
VP_02,ftsst,generic,Spine3,ang_vel,cov,cov,y,-25.669887565126253
VP_02,ftsst,generic,Spine3,ang_vel,cov,cov,z,-20.65877056072919
VP_02,ftsst,generic,Spine3,ang_vel,entropy,entropy,norm,9.093101853231115
VP_02,ftsst,generic,Spine3,ang_vel,fft_aggregated_centroid,fft_aggregated_centroid,norm,1509.0192549737894
VP_02,ftsst,generic,Spine3,ang_vel,fft_aggregated_kurtosis,fft_aggregated_kurtosis,norm,6.619272694113064
VP_02,ftsst,generic,Spine3,ang_vel,fft_aggregated_skew,fft_aggregated_skew,norm,1.7577231750995819
VP_02,ftsst,generic,Spine3,ang_vel,fft_aggregated_variance,fft_aggregated_variance,norm,3777139.8507068115
VP_02,ftsst,generic,Spine3,ang_vel,max_val,max_val,norm,7.370007459969088
VP_02,ftsst,generic,Spine3,ang_vel,mean,mean,norm,0.2907877824853325
VP_02,ftsst,generic,Spine3,ang_vel,mean,mean,x,-0.014576807570262917
VP_02,ftsst,generic,Spine3,ang_vel,mean,mean,y,-0.011280536038077969
VP_02,ftsst,generic,Spine3,ang_vel,mean,mean,z,-0.014773424750679961
VP_02,ftsst,generic,Spine3,ang_vel,mean_crossing,mean_crossing,norm,978.0
VP_02,ftsst,generic,Spine3,ang_vel,std,std,norm,0.4919040386668105
VP_02,ftsst,generic,Spine3,ang_vel,std,std,x,0.38596731484226626
VP_02,ftsst,generic,Spine3,ang_vel,std,std,y,0.2895700917718162
VP_02,ftsst,generic,Spine3,ang_vel,std,std,z,0.3052007923204952
VP_02,ftsst,generic,Spine3,ang_vel,zero_crossing,zero_crossing,x,1558.0
VP_02,ftsst,generic,Spine3,ang_vel,zero_crossing,zero_crossing,y,1565.0
