subject,condition,feature_type,body_part,channel,type,metric,axis,data
VP_01,ftsst,expert,Head,gyr,static_periods,count_per_min,norm,8.545022978637443
VP_01,ftsst,expert,Head,gyr,static_periods,max_duration_sec,norm,9.233000000000004
VP_01,ftsst,expert,Head,gyr,static_periods,mean_duration_sec,norm,1.2837765957446823
VP_01,ftsst,expert,Head,gyr,static_periods,ratio_percent,norm,18.2831675167921
VP_01,ftsst,expert,Head,gyr,static_periods,std_duration_sec,norm,1.4243944810781628
VP_01,ftsst,expert,Head,vel,static_periods,count_per_min,norm,11.453966971365084
VP_01,ftsst,expert,Head,vel,static_periods,max_duration_sec,norm,9.483000000000004
VP_01,ftsst,expert,Head,vel,static_periods,mean_duration_sec,norm,1.3622301587301593
VP_01,ftsst,expert,Head,vel,static_periods,ratio_percent,norm,26.004898742487764
VP_01,ftsst,expert,Head,vel,static_periods,std_duration_sec,norm,1.7083811713441417
VP_01,ftsst,expert,LeftFoot_RightFoot,pos,euclidean_distance,count_per_min,norm,9.726781475683048
VP_01,ftsst,expert,LeftFoot_RightFoot,pos,euclidean_distance,max_duration_sec,norm,49.730999999999995
VP_01,ftsst,expert,LeftFoot_RightFoot,pos,euclidean_distance,mean,norm,0.19427596558171728
VP_01,ftsst,expert,LeftFoot_RightFoot,pos,euclidean_distance,mean_duration_sec,norm,5.073383177570094
VP_01,ftsst,expert,LeftFoot_RightFoot,pos,euclidean_distance,ratio_percent,norm,82.24614918438465
VP_01,ftsst,expert,LeftFoot_RightFoot,pos,euclidean_distance,std,norm,0.006545544220419017
VP_01,ftsst,expert,LeftFoot_RightFoot,pos,euclidean_distance,std_duration_sec,norm,8.625738563559882
VP_01,ftsst,expert,LeftHand_Head,pos,euclidean_distance,mean,norm,0.6084886175701487
VP_01,ftsst,expert,LeftHand_Head,pos,euclidean_distance,std,norm,0.004628645326848114
VP_01,ftsst,expert,LeftHand_RightHand,gyr,static_periods,count_per_min,norm,11.908489470228776
VP_01,ftsst,expert,LeftHand_RightHand,gyr,static_periods,max_duration_sec,norm,10.967000000000041
VP_01,ftsst,expert,LeftHand_RightHand,gyr,static_periods,mean_duration_sec,norm,1.1669923664122097
VP_01,ftsst,expert,LeftHand_RightHand,gyr,static_periods,ratio_percent,norm,23.16186051209527
VP_01,ftsst,expert,LeftHand_RightHand,gyr,static_periods,std_duration_sec,norm,1.2831525210390962
VP_01,ftsst,expert,LeftHand_RightHand,pos,euclidean_distance,count_per_min,norm,0.5454269986364325
VP_01,ftsst,expert,LeftHand_RightHand,pos,euclidean_distance,max_duration_sec,norm,325.7349999999999
VP_01,ftsst,expert,LeftHand_RightHand,pos,euclidean_distance,mean,norm,0.1466555690731497
VP_01,ftsst,expert,LeftHand_RightHand,pos,euclidean_distance,mean_duration_sec,norm,109.47283333333331
VP_01,ftsst,expert,LeftHand_RightHand,pos,euclidean_distance,ratio_percent,norm,99.51573152871066
VP_01,ftsst,expert,LeftHand_RightHand,pos,euclidean_distance,std,norm,0.013029798035167704
VP_01,ftsst,expert,LeftHand_RightHand,pos,euclidean_distance,std_duration_sec,norm,113.63783432363826
VP_01,ftsst,expert,LeftHand_RightHand,vel,static_periods,count_per_min,norm,13.999292965001768
VP_01,ftsst,expert,LeftHand_RightHand,vel,static_periods,max_duration_sec,norm,19.216000000000008
VP_01,ftsst,expert,LeftHand_RightHand,vel,static_periods,mean_duration_sec,norm,1.1954805194805154
